region,year,month,latitude,longitude,temperature,precipitation,radiation,soil_moisture,u_wind,v_wind,evaporation
East China,2011,5,33.6604,111.2578,24.76,82.76,209.875,0.2989,1.825,2.247,11.725
East China,2011,6,33.6604,111.2578,26.749,119.362,201.069,0.3596,3.003,2.838,10.697
East China,2011,7,33.6604,111.2578,30.048,145.461,188.315,0.4241,1.223,3.101,15.66
East China,2011,8,33.6604,111.2578,25.734,93.685,205.533,0.3503,3.044,0.141,13.318
East China,2011,9,33.6604,111.2578,21.683,103.717,177.109,0.4122,2.247,0.886,12.482
East China,2011,10,33.6604,111.2578,16.819,34.22,191.492,0.2745,1.624,1.9,12.58
East China,2011,11,33.6604,111.2578,13.226,49.467,152.698,0.2327,2.575,2.443,10.139
East China,2011,12,33.6604,111.2578,7.87,61.342,135.665,0.3109,1.168,1.725,7.686
East China,2012,1,33.6604,111.2578,5.934,78.816,154.757,0.3359,2.713,2.97,9.515
East China,2012,2,33.6604,111.2578,7.546,82.202,170.667,0.2782,1.084,1.951,8.175
East China,2012,3,33.6604,111.2578,13.593,88.443,172.304,0.3131,1.439,0.781,11.506
East China,2012,4,33.6604,111.2578,15.136,68.364,215.95,0.308,2.236,1.038,13.032
East China,2012,5,33.6604,111.2578,22.559,109.569,205.258,0.3193,1.53,1.044,11.078
East China,2012,6,33.6604,111.2578,26.204,131.216,218.099,0.3922,1.486,0.149,13.151
East China,2012,7,33.6604,111.2578,31.48,154.815,194.543,0.5004,1.438,0.184,12.963
East China,2012,8,33.6604,111.2578,25.455,125.959,189.295,0.3847,0.953,0.114,10.93
East China,2012,9,33.6604,111.2578,24.828,124.96,197.387,0.413,1.308,0.532,13.572
East China,2012,10,33.6604,111.2578,16.557,62.414,188.176,0.2919,4.078,0.073,11.205
East China,2012,11,33.6604,111.2578,11.565,37.287,164.835,0.2877,4.003,1.611,7.543
East China,2012,12,33.6604,111.2578,7.466,68.355,143.975,0.318,1.317,1.066,9.917
East China,2013,1,33.6604,111.2578,7.5,32.127,149.698,0.2057,3.638,2.071,5.411
East China,2013,2,33.6604,111.2578,6.492,49.898,157.441,0.3006,2.813,1.469,8.262
East China,2013,3,33.6604,111.2578,9.86,55.791,177.819,0.278,2.358,-0.334,8.225
East China,2013,4,33.6604,111.2578,16.939,83.176,207.663,0.3169,2.202,1.098,12.235
East China,2013,5,33.6604,111.2578,23.781,115.518,190.185,0.3612,2.075,1.694,14.865
East China,2013,6,33.6604,111.2578,24.138,119.357,209.742,0.3874,3.533,2.076,11.252
East China,2013,7,33.6604,111.2578,31.761,157.106,204.615,0.4107,1.648,1.669,14.812
East China,2013,8,33.6604,111.2578,24.205,106.108,207.943,0.3958,2.231,2.349,13.631
East China,2013,9,33.6604,111.2578,24.734,95.112,184.346,0.3161,2.522,-0.052,12.136
East China,2013,10,33.6604,111.2578,16.21,61.66,153.667,0.2846,2.168,1.954,10.886
East China,2013,11,33.6604,111.2578,8.93,27.98,144.628,0.2131,3.367,2.54,6.807
East China,2013,12,33.6604,111.2578,9.686,78.049,126.079,0.3106,0.141,1.113,8.309
East China,2014,1,33.6604,111.2578,5.028,18.519,140.34,0.2307,2.422,-0.82,5.844
East China,2014,2,33.6604,111.2578,8.448,32.962,168.368,0.2074,2.631,-0.817,7.501
East China,2014,3,33.6604,111.2578,12.693,65.981,176.513,0.2795,1.567,-0.089,9.04
East China,2014,4,33.6604,111.2578,16.851,47.477,213.807,0.2239,0.096,0.675,9.313
East China,2014,5,33.6604,111.2578,22.808,89.779,196.021,0.3084,1.312,0.633,12.2
East China,2014,6,33.6604,111.2578,27.867,110.366,224.896,0.3711,0.442,-2.042,11.435
East China,2014,7,33.6604,111.2578,30.071,146.047,182.863,0.4553,2.421,2.595,15.28
East China,2014,8,33.6604,111.2578,29.826,128.742,197.51,0.3942,2.62,-0.132,13.027
East China,2014,9,33.6604,111.2578,23.972,117.848,170.123,0.4167,1.603,2.187,11.571
East China,2014,10,33.6604,111.2578,18.307,53.284,151.885,0.2789,3.122,0.181,7.962
East China,2014,11,33.6604,111.2578,11.718,24.8,175.473,0.2617,2.838,1.189,11.302
East China,2014,12,33.6604,111.2578,9.03,45.411,166.817,0.2406,1.603,-0.593,8.272
East China,2015,1,33.6604,111.2578,4.47,46.86,152.078,0.2566,1.842,2.484,6.741
East China,2015,2,33.6604,111.2578,8.16,58.874,169.925,0.2857,1.083,1.645,9.444
East China,2015,3,33.6604,111.2578,9.559,30.907,187.315,0.2489,2.805,2.403,9.698
East China,2015,4,33.6604,111.2578,16.526,54.961,185.987,0.2568,1.747,0.933,9.609
East China,2015,5,33.6604,111.2578,20.525,71.774,221.005,0.271,1.124,1.295,9.514
East China,2015,6,33.6604,111.2578,29.384,97.329,213.339,0.3218,1.956,0.703,12.189
East China,2015,7,33.6604,111.2578,31.198,117.626,197.847,0.3746,3.274,1.11,14.771
East China,2015,8,33.6604,111.2578,27.074,141.365,195.425,0.4399,0.364,-0.384,14.272
East China,2015,9,33.6604,111.2578,24.904,136.086,155.838,0.4426,0.776,0.459,11.618
East China,2015,10,33.6604,111.2578,17.688,43.048,167.738,0.2796,2.928,1.893,10.651
East China,2015,11,33.6604,111.2578,10.745,44.759,160.786,0.238,1.919,0.124,8.132
East China,2015,12,33.6604,111.2578,4.711,47.79,141.154,0.2567,1.713,-1.224,5.402
East China,2016,1,33.6604,111.2578,6.447,57.655,144.09,0.3177,1.161,0.62,7.577
East China,2016,2,33.6604,111.2578,10.04,59.232,167.741,0.2996,-0.053,0.606,9.355
East China,2016,3,33.6604,111.2578,10.993,94.698,172.214,0.3738,2.606,1.343,11.105
East China,2016,4,33.6604,111.2578,16.478,19.483,209.352,0.2125,2.386,1.263,10.678
East China,2016,5,33.6604,111.2578,21.441,118.931,194.184,0.3834,2.481,0.685,13.037
East China,2016,6,33.6604,111.2578,26.775,122.078,208.177,0.3725,4.051,0.36,10.413
East China,2016,7,33.6604,111.2578,27.553,132.363,199.905,0.4338,2.782,0.882,11.695
East China,2016,8,33.6604,111.2578,25.083,119.372,174.401,0.3846,3.221,1.543,12.498
East China,2016,9,33.6604,111.2578,21.127,95.771,175.405,0.357,2.527,2.098,11.768
East China,2016,10,33.6604,111.2578,17.921,45.784,180.597,0.237,1.593,2.437,8.935
East China,2016,11,33.6604,111.2578,8.587,47.606,170.677,0.2092,1.902,0.566,7.49
East China,2016,12,33.6604,111.2578,5.98,72.289,146.971,0.3439,3.084,1.23,9.028
East China,2017,1,33.6604,111.2578,5.679,65.263,138.018,0.3151,1.546,0.78,7.553
East China,2017,2,33.6604,111.2578,5.481,77.602,158.82,0.3527,1.931,0.067,9.587
East China,2017,3,33.6604,111.2578,8.862,65.929,179.595,0.3172,3.234,-0.535,9.361
East China,2017,4,33.6604,111.2578,14.823,93.849,190.954,0.3092,4.04,0.474,8.778
East China,2017,5,33.6604,111.2578,20.915,95.077,209.451,0.3169,1.315,1.253,12.745
East China,2017,6,33.6604,111.2578,27.992,109.815,209.081,0.3837,3.48,0.095,14.685
East China,2017,7,33.6604,111.2578,28.437,100.764,186.352,0.3895,3.253,0.631,12.801
East China,2017,8,33.6604,111.2578,24.184,133.669,191.119,0.3749,2.005,-0.189,12.689
East China,2017,9,33.6604,111.2578,21.051,98.567,170.336,0.2987,2.796,2.251,10.033
East China,2017,10,33.6604,111.2578,17.494,62.887,170.599,0.3366,2.217,0.842,11.195
East China,2017,11,33.6604,111.2578,10.226,35.82,170.028,0.2583,-0.062,0.516,9.164
East China,2017,12,33.6604,111.2578,3.793,41.447,181.964,0.2426,2.883,2.7,7.428
East China,2018,1,33.6604,111.2578,5.479,92.059,154.156,0.4109,1.163,2.997,10.541
East China,2018,2,33.6604,111.2578,6.018,66.521,163.18,0.3005,2.285,-0.608,7.851
East China,2018,3,33.6604,111.2578,12.301,72.848,185.545,0.3131,2.202,2.158,8.512
East China,2018,4,33.6604,111.2578,16.083,53.66,203.41,0.2127,0.543,1.183,10.091
East China,2018,5,33.6604,111.2578,22.246,80.496,216.995,0.3007,2.681,0.979,10.162
East China,2018,6,33.6604,111.2578,29.949,142.223,196.468,0.4371,1.473,1.819,12.703
East China,2018,7,33.6604,111.2578,30.569,151.509,190.762,0.4476,3.016,0.199,13.242
East China,2018,8,33.6604,111.2578,28.583,117.06,174.55,0.3816,3.546,3.263,12.34
East China,2018,9,33.6604,111.2578,21.356,84.256,201.512,0.3422,3.264,2.199,10.504
East China,2018,10,33.6604,111.2578,15.292,42.469,161.14,0.2431,1.238,1.84,8.976
East China,2018,11,33.6604,111.2578,13.196,59.533,144.43,0.3013,0.289,-1.112,9.655
East China,2018,12,33.6604,111.2578,8.441,56.298,143.549,0.2575,2.967,1.693,8.686
East China,2019,1,33.6604,111.2578,4.991,46.548,140.744,0.2808,1.261,0.776,9.862
East China,2019,2,33.6604,111.2578,6.521,10.847,164.773,0.1768,1.661,-0.224,7.404
East China,2019,3,33.6604,111.2578,10.467,46.437,186.223,0.2565,1.665,0.976,8.879
East China,2019,4,33.6604,111.2578,17.618,58.923,213.952,0.2575,2.038,3.646,10.677
East China,2019,5,33.6604,111.2578,22.996,69.759,203.381,0.2917,2.333,1.849,11.644
East China,2019,6,33.6604,111.2578,28.84,101.964,218.631,0.3473,1.925,0.838,11.515
East China,2019,7,33.6604,111.2578,26.813,135.772,209.992,0.4077,1.785,0.48,13.698
East China,2019,8,33.6604,111.2578,27.501,113.371,204.288,0.3887,0.264,1.249,11.514
East China,2019,9,33.6604,111.2578,23.251,35.767,188.074,0.2564,1.689,0.035,12.526
East China,2019,10,33.6604,111.2578,19.081,45.441,163.915,0.2149,2.273,-0.169,9.599
East China,2019,11,33.6604,111.2578,12.847,53.735,140.467,0.3188,1.802,1.293,8.256
East China,2019,12,33.6604,111.2578,6.955,51.348,132.896,0.3194,3.559,2.218,10.261
East China,2020,1,33.6604,111.2578,8.177,36.145,142.638,0.2448,2.098,0.907,6.609
East China,2020,2,33.6604,111.2578,6.618,53.301,176.2,0.2754,-0.105,1.585,10.423
East China,2020,3,33.6604,111.2578,11.052,72.765,175.207,0.3238,1.055,0.954,9.333
East China,2020,4,33.6604,111.2578,17.858,40.165,185.102,0.2593,2.233,1.312,10.99
East China,2020,5,33.6604,111.2578,22.635,97.564,204.404,0.3376,2.14,3.467,13.083
East China,2020,6,33.6604,111.2578,28.38,133.874,180.762,0.4257,2.71,1.284,13.289
East China,2020,7,33.6604,111.2578,27.308,122.199,195.645,0.4165,3.302,3.135,12.804
East China,2020,8,33.6604,111.2578,26.189,106.457,182.502,0.3427,1.285,2.074,10.889
East China,2020,9,33.6604,111.2578,24.896,117.114,179.367,0.4188,0.439,0.642,12.512
East China,2020,10,33.6604,111.2578,17.402,80.726,150.827,0.3191,1.715,0.681,8.584
East China,2020,11,33.6604,111.2578,10.142,50.581,170.99,0.2457,2.615,2.472,8.264
East China,2020,12,33.6604,111.2578,7.076,65.367,152.088,0.3065,1.121,1.862,8.312
East China,2010,1,27.2886,116.5561,5.052,58.165,162.981,0.3359,1.062,1.253,7.317
East China,2010,2,27.2886,116.5561,9.274,55.789,162.209,0.285,1.903,0.468,10.213
East China,2010,3,27.2886,116.5561,12.161,69.115,173.546,0.2853,1.686,2.0,10.032
East China,2010,4,27.2886,116.5561,15.6,67.02,187.792,0.2784,1.958,0.029,8.585
East China,2010,5,27.2886,116.5561,25.794,117.093,233.736,0.3802,2.445,1.045,12.843
East China,2010,6,27.2886,116.5561,28.962,144.467,217.104,0.4031,2.192,0.43,13.056
East China,2010,7,27.2886,116.5561,31.945,108.408,233.326,0.3672,1.334,1.268,12.638
East China,2010,8,27.2886,116.5561,26.408,121.271,189.0,0.3688,1.579,-0.115,10.497
East China,2010,9,27.2886,116.5561,20.692,122.584,180.157,0.4125,1.811,1.706,13.652
East China,2010,10,27.2886,116.5561,17.734,84.526,161.911,0.3505,2.504,0.268,10.798
East China,2010,11,27.2886,116.5561,7.685,52.662,150.02,0.2738,1.392,1.712,7.247
East China,2010,12,27.2886,116.5561,9.956,65.215,137.539,0.3254,2.795,1.569,8.173
East China,2011,1,27.2886,116.5561,9.027,66.511,136.737,0.3171,1.58,1.206,7.362
East China,2011,2,27.2886,116.5561,6.705,40.037,163.501,0.2645,1.323,0.91,9.16
East China,2011,3,27.2886,116.5561,9.401,43.328,169.746,0.238,1.929,1.839,7.453
East China,2011,4,27.2886,116.5561,18.098,56.894,184.082,0.2823,2.994,-0.692,12.737
East China,2011,5,27.2886,116.5561,21.901,62.816,214.434,0.2988,1.52,1.512,13.786
East China,2011,6,27.2886,116.5561,27.762,173.637,219.339,0.4771,2.092,0.881,14.771
East China,2011,7,27.2886,116.5561,30.011,122.725,189.024,0.4278,2.773,-0.217,13.864
East China,2011,8,27.2886,116.5561,29.241,136.579,182.783,0.4464,1.815,1.589,12.519
East China,2011,9,27.2886,116.5561,15.337,78.508,187.018,0.3107,2.45,2.306,10.182
East China,2011,10,27.2886,116.5561,16.228,15.637,152.052,0.1814,2.357,0.879,7.279
East China,2011,11,27.2886,116.5561,9.832,40.978,165.853,0.258,2.791,-0.993,9.443
East China,2011,12,27.2886,116.5561,5.737,49.933,165.242,0.2623,2.292,0.182,8.282
East China,2012,1,27.2886,116.5561,2.136,53.968,157.838,0.3096,0.982,0.671,7.406
East China,2012,2,27.2886,116.5561,6.15,37.65,142.095,0.232,1.751,1.052,8.006
East China,2012,3,27.2886,116.5561,12.516,46.908,165.342,0.2766,1.79,0.942,10.544
East China,2012,4,27.2886,116.5561,17.811,57.212,202.601,0.2933,1.11,0.32,9.992
East China,2012,5,27.2886,116.5561,20.88,91.682,210.472,0.3296,1.439,2.853,12.899
East China,2012,6,27.2886,116.5561,27.217,121.626,226.921,0.3649,0.834,1.427,13.239
East China,2012,7,27.2886,116.5561,29.879,144.9,194.132,0.3977,1.215,1.782,11.908
East China,2012,8,27.2886,116.5561,23.911,122.549,185.989,0.3523,1.874,0.814,13.592
East China,2012,9,27.2886,116.5561,23.16,103.05,177.427,0.3485,1.312,2.281,12.41
East China,2012,10,27.2886,116.5561,14.32,32.525,154.28,0.271,0.069,1.986,9.483
East China,2012,11,27.2886,116.5561,11.264,46.486,168.374,0.2676,0.356,-0.011,6.425
East China,2012,12,27.2886,116.5561,8.768,80.637,158.359,0.3261,0.374,0.146,7.629
East China,2013,1,27.2886,116.5561,4.918,79.974,166.694,0.3134,-0.437,0.033,9.816
East China,2013,2,27.2886,116.5561,7.025,48.598,161.564,0.2522,0.596,3.272,10.493
East China,2013,3,27.2886,116.5561,9.521,23.43,189.217,0.2123,2.428,2.055,7.17
East China,2013,4,27.2886,116.5561,19.304,48.643,208.958,0.2479,2.722,-1.162,11.227
East China,2013,5,27.2886,116.5561,21.503,93.822,223.989,0.3104,0.84,0.828,10.675
East China,2013,6,27.2886,116.5561,25.502,121.865,212.274,0.3966,0.98,0.256,12.493
East China,2013,7,27.2886,116.5561,28.559,125.935,196.712,0.4061,0.858,1.078,12.534
East China,2013,8,27.2886,116.5561,27.332,141.287,174.772,0.3734,1.206,0.049,8.152
East China,2013,9,27.2886,116.5561,26.143,102.575,185.697,0.3525,2.221,0.777,12.925
East China,2013,10,27.2886,116.5561,17.34,54.343,166.446,0.3162,1.967,0.17,10.583
East China,2013,11,27.2886,116.5561,11.88,52.395,152.776,0.2542,1.897,-0.014,8.078
East China,2013,12,27.2886,116.5561,5.403,72.692,164.876,0.2845,1.795,0.89,8.961
East China,2014,1,27.2886,116.5561,5.173,48.027,155.051,0.2668,3.389,0.406,8.698
East China,2014,2,27.2886,116.5561,7.525,62.893,161.378,0.3309,-0.289,0.106,9.646
East China,2014,3,27.2886,116.5561,9.416,38.107,179.821,0.226,2.437,2.104,8.688
East China,2014,4,27.2886,116.5561,18.898,30.044,204.805,0.2561,2.777,2.636,9.948
East China,2014,5,27.2886,116.5561,24.651,84.818,217.275,0.3494,1.006,-0.656,14.265
East China,2014,6,27.2886,116.5561,28.271,118.024,208.893,0.3269,2.009,0.669,12.12
East China,2014,7,27.2886,116.5561,29.055,69.2,217.886,0.293,2.123,1.017,12.026
East China,2014,8,27.2886,116.5561,27.703,124.889,198.22,0.4025,3.65,0.474,12.984
East China,2014,9,27.2886,116.5561,26.047,89.717,190.414,0.3382,1.572,2.186,12.551
East China,2014,10,27.2886,116.5561,14.239,58.123,153.585,0.3226,3.554,3.074,10.921
East China,2014,11,27.2886,116.5561,10.169,60.792,141.117,0.3587,2.994,1.505,11.248
East China,2014,12,27.2886,116.5561,5.723,35.057,124.234,0.2617,1.592,1.719,7.562
East China,2015,1,27.2886,116.5561,5.853,69.6,133.815,0.3402,1.393,1.718,10.074
East China,2015,2,27.2886,116.5561,8.46,57.325,167.763,0.3068,0.299,0.248,8.376
East China,2015,3,27.2886,116.5561,8.601,50.109,180.071,0.2693,1.743,2.269,9.749
East China,2015,4,27.2886,116.5561,16.872,49.001,201.049,0.2571,4.319,-0.258,9.372
East China,2015,5,27.2886,116.5561,21.069,97.347,211.385,0.3269,2.696,1.57,12.85
East China,2015,6,27.2886,116.5561,29.559,81.593,223.436,0.2764,2.049,1.127,11.774
East China,2015,7,27.2886,116.5561,26.832,148.549,186.999,0.4607,0.368,1.182,15.487
East China,2015,8,27.2886,116.5561,31.643,90.815,188.148,0.3245,4.055,1.132,13.94
East China,2015,9,27.2886,116.5561,23.539,70.914,159.173,0.2966,4.117,1.458,12.24
East China,2015,10,27.2886,116.5561,14.447,49.146,175.949,0.2396,1.736,0.32,9.784
East China,2015,11,27.2886,116.5561,11.717,67.301,162.066,0.2987,2.803,0.61,10.221
East China,2015,12,27.2886,116.5561,3.06,41.566,177.802,0.2679,2.411,0.376,7.038
East China,2016,1,27.2886,116.5561,4.524,53.792,176.208,0.3006,1.909,1.266,9.824
East China,2016,2,27.2886,116.5561,4.234,20.416,178.971,0.2159,0.488,-0.895,8.396
East China,2016,3,27.2886,116.5561,10.061,62.205,179.37,0.2883,1.208,1.123,9.816
East China,2016,4,27.2886,116.5561,16.504,49.009,208.909,0.272,0.663,1.171,9.363
East China,2016,5,27.2886,116.5561,23.025,118.311,210.421,0.4334,2.02,1.034,13.281
East China,2016,6,27.2886,116.5561,27.649,125.763,198.005,0.3912,1.076,2.23,10.594
East China,2016,7,27.2886,116.5561,29.282,102.673,213.177,0.3402,-0.017,2.142,9.481
East China,2016,8,27.2886,116.5561,27.336,132.393,208.134,0.3652,1.284,2.284,14.041
East China,2016,9,27.2886,116.5561,25.305,138.608,167.263,0.4403,1.454,-0.775,12.523
East China,2016,10,27.2886,116.5561,13.41,45.625,149.407,0.2808,1.021,-0.585,9.755
East China,2016,11,27.2886,116.5561,9.913,47.222,142.289,0.3039,2.071,0.587,6.579
East China,2016,12,27.2886,116.5561,11.127,90.629,161.442,0.329,1.299,1.601,8.516
East China,2017,1,27.2886,116.5561,3.219,81.254,149.277,0.306,2.753,0.626,6.077
East China,2017,2,27.2886,116.5561,4.565,45.703,169.655,0.2672,3.028,0.963,7.979
East China,2017,3,27.2886,116.5561,13.241,72.617,178.725,0.3155,1.325,0.038,12.378
East China,2017,4,27.2886,116.5561,16.025,60.31,182.079,0.3032,0.594,2.878,12.531
East China,2017,5,27.2886,116.5561,24.018,94.568,206.714,0.3367,2.209,1.29,13.12
East China,2017,6,27.2886,116.5561,25.739,147.457,202.233,0.416,2.163,1.627,11.101
East China,2017,7,27.2886,116.5561,28.134,90.903,201.294,0.3174,2.097,0.412,11.179
East China,2017,8,27.2886,116.5561,29.739,157.107,177.596,0.4861,2.188,-0.539,13.159
East China,2017,9,27.2886,116.5561,17.55,98.324,165.28,0.3625,4.371,2.793,10.767
East China,2017,10,27.2886,116.5561,15.184,78.274,151.05,0.3528,4.536,1.875,12.442
East China,2017,11,27.2886,116.5561,12.922,44.972,157.775,0.2418,3.09,0.115,9.573
East China,2017,12,27.2886,116.5561,8.645,46.15,140.81,0.2695,0.908,1.356,6.93
East China,2018,1,27.2886,116.5561,3.48,64.844,159.318,0.2936,0.154,2.371,7.846
East China,2018,2,27.2886,116.5561,10.32,52.617,167.815,0.2652,2.043,4.677,9.148
East China,2018,3,27.2886,116.5561,13.297,56.631,197.29,0.2246,3.745,1.541,9.117
East China,2018,4,27.2886,116.5561,18.626,57.59,186.815,0.2177,3.626,0.977,8.852
East China,2018,5,27.2886,116.5561,22.037,118.86,200.166,0.4,1.465,-0.055,13.342
East China,2018,6,27.2886,116.5561,29.378,107.724,211.62,0.3623,2.245,3.171,12.919
East China,2018,7,27.2886,116.5561,28.406,126.844,193.783,0.3574,1.934,1.727,12.396
East China,2018,8,27.2886,116.5561,27.279,103.775,198.076,0.3617,2.275,1.524,13.009
East China,2018,9,27.2886,116.5561,25.374,102.8,183.431,0.3173,2.853,0.902,11.54
East China,2018,10,27.2886,116.5561,14.709,92.618,131.695,0.3978,2.225,-0.705,13.026
East China,2018,11,27.2886,116.5561,11.925,12.55,153.114,0.2224,3.513,0.791,5.301
East China,2018,12,27.2886,116.5561,9.234,63.968,120.533,0.3215,2.249,0.875,7.728
East China,2019,1,27.2886,116.5561,3.902,49.144,158.049,0.2929,-0.348,1.456,8.778
East China,2019,2,27.2886,116.5561,6.912,47.713,183.812,0.2952,1.434,1.117,10.014
East China,2019,3,27.2886,116.5561,13.309,40.321,172.607,0.259,0.676,-0.745,7.758
East China,2019,4,27.2886,116.5561,17.751,82.965,189.039,0.3201,1.956,0.551,9.746
East China,2019,5,27.2886,116.5561,23.603,70.946,202.588,0.2917,2.122,-0.315,10.906
East China,2019,6,27.2886,116.5561,25.069,107.636,221.547,0.3544,3.469,1.128,14.025
East China,2019,7,27.2886,116.5561,30.431,129.762,188.952,0.4048,1.267,0.629,13.115
East China,2019,8,27.2886,116.5561,24.783,104.223,182.849,0.3572,1.032,0.498,11.656
East China,2019,9,27.2886,116.5561,22.198,92.587,165.501,0.328,3.841,0.503,8.726
East China,2019,10,27.2886,116.5561,17.616,42.257,170.355,0.2542,2.35,1.1,9.223
East China,2019,11,27.2886,116.5561,13.066,15.073,141.974,0.1968,0.107,0.721,6.476
East China,2019,12,27.2886,116.5561,8.362,53.411,146.035,0.2755,0.748,2.091,9.787
East China,2020,1,27.2886,116.5561,2.818,84.161,141.538,0.3231,2.273,1.762,8.467
East China,2020,2,27.2886,116.5561,5.984,76.102,155.888,0.3207,3.494,-0.137,8.736
East China,2020,3,27.2886,116.5561,12.845,64.504,192.988,0.2555,2.121,0.915,12.026
East China,2020,4,27.2886,116.5561,18.457,54.598,204.379,0.2681,2.499,0.344,11.995
East China,2020,5,27.2886,116.5561,20.615,96.191,198.877,0.3446,2.788,-0.512,11.457
East China,2020,6,27.2886,116.5561,24.801,114.923,193.901,0.383,1.374,1.947,13.896
East China,2020,7,27.2886,116.5561,29.019,146.086,219.37,0.4031,3.235,1.163,12.651
East China,2020,8,27.2886,116.5561,27.93,118.654,176.377,0.3643,3.437,1.479,14.267
East China,2020,9,27.2886,116.5561,22.25,78.071,160.432,0.3486,2.211,0.792,10.162
East China,2020,10,27.2886,116.5561,19.028,51.809,164.285,0.2607,1.393,1.75,7.803
East China,2020,11,27.2886,116.5561,11.145,72.201,150.008,0.3438,3.141,2.104,9.513
East China,2020,12,27.2886,116.5561,6.544,61.224,142.016,0.2879,1.237,3.744,8.412
East China,2010,1,33.4834,121.8485,6.924,39.351,175.388,0.24,1.853,-0.633,9.459
East China,2010,2,33.4834,121.8485,9.007,33.629,182.562,0.2032,2.432,0.912,9.668
East China,2010,3,33.4834,121.8485,11.449,71.766,196.241,0.2932,1.771,0.089,9.29
East China,2010,4,33.4834,121.8485,20.469,68.604,186.732,0.3389,2.189,2.03,12.05
East China,2010,5,33.4834,121.8485,23.756,56.541,226.809,0.206,2.816,1.3,11.456
East China,2010,6,33.4834,121.8485,27.677,138.739,208.545,0.4238,2.205,3.079,14.666
East China,2010,7,33.4834,121.8485,26.63,119.848,213.105,0.4126,1.078,3.44,13.962
East China,2010,8,33.4834,121.8485,28.149,97.379,209.2,0.3309,1.054,0.883,13.627
East China,2010,9,33.4834,121.8485,23.838,76.496,174.456,0.3519,1.564,1.76,12.55
East China,2010,10,33.4834,121.8485,10.846,77.759,152.941,0.3174,3.339,2.647,10.467
East China,2010,11,33.4834,121.8485,12.311,72.603,168.138,0.3508,1.908,0.463,9.896
East China,2010,12,33.4834,121.8485,6.837,54.045,136.368,0.3005,0.232,1.285,8.329
East China,2011,1,33.4834,121.8485,5.207,70.322,159.874,0.3662,1.282,1.479,9.853
East China,2011,2,33.4834,121.8485,6.91,32.233,154.43,0.2441,0.224,0.866,6.754
East China,2011,3,33.4834,121.8485,10.464,75.382,168.014,0.3386,1.229,0.753,10.225
East China,2011,4,33.4834,121.8485,16.507,38.936,198.384,0.1962,2.181,-1.902,10.12
East China,2011,5,33.4834,121.8485,24.107,121.326,231.937,0.4006,1.173,3.373,12.198
East China,2011,6,33.4834,121.8485,23.967,153.296,213.823,0.3942,0.445,1.751,11.555
East China,2011,7,33.4834,121.8485,27.693,165.396,226.242,0.4622,1.65,2.102,13.815
East China,2011,8,33.4834,121.8485,23.377,70.244,198.187,0.3191,1.816,2.01,12.651
East China,2011,9,33.4834,121.8485,25.495,95.853,181.808,0.348,1.542,-0.372,12.953
East China,2011,10,33.4834,121.8485,16.309,47.061,160.353,0.2351,1.714,1.716,7.97
East China,2011,11,33.4834,121.8485,12.868,48.369,135.493,0.314,1.998,2.063,10.473
East China,2011,12,33.4834,121.8485,4.905,45.606,161.939,0.3113,1.863,0.573,10.814
East China,2012,1,33.4834,121.8485,3.872,60.921,147.245,0.3048,0.855,0.825,7.312
East China,2012,2,33.4834,121.8485,7.8,57.938,176.11,0.262,1.592,1.825,9.677
East China,2012,3,33.4834,121.8485,8.398,60.72,172.955,0.3115,3.661,-1.412,9.066
East China,2012,4,33.4834,121.8485,17.475,54.931,212.184,0.2666,1.27,0.18,8.6
East China,2012,5,33.4834,121.8485,21.663,82.328,215.037,0.309,1.149,0.191,10.217
East China,2012,6,33.4834,121.8485,26.377,106.486,220.299,0.3888,0.624,2.319,14.008
East China,2012,7,33.4834,121.8485,29.324,157.48,199.37,0.4637,1.924,1.249,14.661
East China,2012,8,33.4834,121.8485,27.476,128.342,184.061,0.3906,1.126,0.835,13.534
East China,2012,9,33.4834,121.8485,22.168,104.244,180.676,0.3534,3.109,1.936,11.838
East China,2012,10,33.4834,121.8485,16.854,56.687,147.343,0.2698,2.263,-0.383,8.23
East China,2012,11,33.4834,121.8485,10.293,107.266,154.902,0.4063,0.995,1.562,8.403
East China,2012,12,33.4834,121.8485,6.013,64.097,130.297,0.3196,2.276,0.597,7.525
East China,2013,1,33.4834,121.8485,3.713,48.755,150.037,0.288,1.266,2.802,10.308
East China,2013,2,33.4834,121.8485,7.033,48.797,160.245,0.2797,2.292,0.999,8.144
East China,2013,3,33.4834,121.8485,11.635,56.243,176.385,0.2823,1.195,0.448,9.038
East China,2013,4,33.4834,121.8485,15.966,41.806,215.032,0.2302,3.643,1.827,9.181
East China,2013,5,33.4834,121.8485,25.088,79.601,234.439,0.3069,2.343,1.231,12.46
East China,2013,6,33.4834,121.8485,26.98,103.287,216.682,0.3757,0.609,2.74,13.807
East China,2013,7,33.4834,121.8485,28.214,121.814,228.063,0.4029,2.94,0.949,14.539
East China,2013,8,33.4834,121.8485,28.021,116.808,194.794,0.4098,3.4,0.949,11.928
East China,2013,9,33.4834,121.8485,25.958,122.311,180.127,0.4419,2.128,0.291,11.569
East China,2013,10,33.4834,121.8485,14.621,55.082,160.295,0.2686,1.693,2.058,8.569
East China,2013,11,33.4834,121.8485,9.712,46.342,165.179,0.2639,2.08,2.753,12.405
East China,2013,12,33.4834,121.8485,7.76,64.744,133.016,0.3192,1.862,2.092,8.397
